epoch,train_loss,train_err,test_err
0,0.09351290762424469,0.033078125,0.364625
1,0.04232082515954971,0.01796875,0.3599375
2,0.008752323687076569,0.013625,0.3929375
3,0.005405612289905548,0.005703125,0.188625
4,0.00535380095243454,0.003453125,0.18
5,0.011307314038276672,0.003234375,0.1185625
6,0.005490601062774658,0.0016875,0.2685625
7,0.0064523667097091675,0.00271875,0.142625
8,0.004506729543209076,0.001796875,0.1293125
9,0.027990415692329407,0.0021875,0.1326875
10,0.00458361953496933,0.0020625,0.228875
11,0.008572034537792206,0.001828125,0.1916875
12,0.004453882575035095,0.000796875,0.0725
13,0.0029760077595710754,0.00209375,0.1356875
14,0.04378470778465271,0.001765625,0.0854375
15,0.019907765090465546,0.00196875,0.0791875
16,0.010643988847732544,0.0028125,0.1585
17,0.010055739432573318,0.013140625,0.2225
18,0.004314839839935303,0.0024375,0.0830625
19,0.03233177214860916,0.0015,0.0604375
20,0.008002161979675293,0.003609375,0.0390625
21,0.010208852589130402,0.004484375,0.13225
22,0.018594883382320404,0.002,0.067625
23,0.009963646531105042,0.00253125,0.0470625
24,0.003627665340900421,0.00340625,0.0526875
25,0.002296172082424164,0.004921875,0.02275
26,0.002499423921108246,0.00203125,0.0545
27,0.004481934010982513,0.001453125,0.0436875
28,0.009356573224067688,0.002609375,0.04725
29,0.05772890895605087,0.003265625,0.0494375
30,0.00872771441936493,0.003890625,0.0425
31,0.0020949095487594604,0.00090625,0.0216875
32,0.0012823939323425293,0.000390625,0.0123125
33,0.006059266626834869,0.00234375,0.063125
34,0.012621290981769562,0.00240625,0.0381875
35,0.002447374165058136,0.000875,0.0671875
36,0.04597098380327225,0.00584375,0.05375
37,0.005507186055183411,0.002125,0.04075
38,0.005324840545654297,0.000953125,0.0185
39,0.002880111336708069,0.004328125,0.0305625
40,0.0024541616439819336,0.00075,0.017625
41,0.004395008087158203,0.0019375,0.027375
42,0.051461175084114075,0.001,0.0245625
43,0.002472512423992157,0.0028125,0.03225
44,0.007118791341781616,0.00134375,0.0291875
45,0.004332885146141052,0.001703125,0.02825
46,0.0021328777074813843,0.0018125,0.0149375
47,0.002077855169773102,0.001140625,0.00975
48,0.005436643958091736,0.0004375,0.0211875
49,0.00470447912812233,0.003796875,0.045625
50,0.005918543785810471,0.002015625,0.0161875
51,0.0014927461743354797,0.00159375,0.010375
52,0.015034094452857971,0.003296875,0.0383125
53,0.001253373920917511,0.000640625,0.013125
54,0.016998283565044403,0.001140625,0.02025
55,0.001686103641986847,0.0005,0.02375
56,0.004246160387992859,0.00128125,0.023
57,0.005076900124549866,0.00028125,0.0155625
58,0.005956530570983887,0.00475,0.0373125
59,0.001277923583984375,0.001640625,0.015
60,0.0035556480288505554,0.008,0.078
61,0.006566271185874939,0.00190625,0.069625
62,0.00219881534576416,0.001828125,0.037375
63,0.0015478506684303284,0.000203125,0.00725
64,0.0013324692845344543,0.00075,0.0138125
65,0.007587142288684845,0.000640625,0.0144375
66,0.0026517286896705627,0.00196875,0.0279375
67,0.006331115961074829,0.00196875,0.041125
68,0.013875555247068405,0.02834375,0.1106875
69,0.0036606192588806152,0.00309375,0.0128125
70,0.004236780107021332,0.00178125,0.0128125
71,0.006170280277729034,0.0010625,0.010375
72,0.0013874024152755737,0.000359375,0.0084375
73,0.0021605342626571655,0.0019375,0.0333125
74,0.0016703233122825623,0.000265625,0.0130625
75,0.0015532895922660828,0.0006875,0.0284375
76,0.0020377635955810547,0.001234375,0.0276875
77,0.013341642916202545,0.000609375,0.023125
78,0.008740201592445374,0.001984375,0.0230625
79,0.0025018230080604553,0.00046875,0.0310625
80,0.007339514791965485,0.00421875,0.023375
81,0.0019607990980148315,0.0023125,0.0193125
82,0.010222487151622772,0.002640625,0.019625
83,0.0027840062975883484,0.0,0.0054375
84,0.000939004123210907,0.0,0.005125
85,0.0007474422454833984,0.0,0.0049375
86,0.0011099502444267273,0.0,0.004625
87,0.0009718313813209534,0.0,0.0045625
88,0.0004833787679672241,0.0,0.00475
89,0.0005859732627868652,0.0,0.0046875
90,0.0007079467177391052,0.0,0.00475
91,0.0008245110511779785,0.0,0.0044375
92,0.0006942451000213623,0.0,0.0045
93,0.0007526427507400513,0.0,0.00425
94,0.0010540559887886047,0.0,0.0044375
95,0.0005926415324211121,0.0,0.0045
96,0.0005918294191360474,0.0,0.0043125
97,0.0006551966071128845,0.0,0.004375
98,0.000520557165145874,0.0,0.004375
99,0.0006973817944526672,0.0,0.004375
100,0.0007881075143814087,0.0,0.0044375
101,0.001040443778038025,0.0,0.00425
102,0.0008732154965400696,0.0,0.0045
103,0.0012759342789649963,0.0,0.00425
104,0.0008315518498420715,0.0,0.0045
105,0.0008868947625160217,0.0,0.0046875
106,0.0013278573751449585,0.0,0.0045
107,0.0007962882518768311,0.0,0.004125
108,0.0008479878306388855,0.0,0.00425
109,0.0011853575706481934,0.0,0.0040625
110,0.000972941517829895,0.0,0.0041875
111,0.0014493465423583984,0.0,0.00425
112,0.0009487271308898926,0.0,0.0039375
113,0.0009904727339744568,0.0,0.0041875
114,0.0010605975985527039,0.0,0.0039375
115,0.0008855685591697693,0.0,0.0039375
116,0.0013171955943107605,0.0,0.0039375
117,0.0013366937637329102,0.0,0.004375
118,0.0007936134934425354,0.0,0.004
119,0.0010758936405181885,0.0,0.0039375
120,0.0012576654553413391,0.0,0.0039375
121,0.001187741756439209,0.0,0.0039375
122,0.0010044053196907043,0.0,0.0039375
123,0.0011152103543281555,0.0,0.003625
124,0.0009689852595329285,0.0,0.0039375
125,0.0013683438301086426,0.0,0.00375
126,0.0008262097835540771,0.0,0.0040625
127,0.0010058805346488953,0.0,0.0039375
128,0.0010385066270828247,0.0,0.0036875
129,0.0011072233319282532,0.0,0.0039375
130,0.0015693455934524536,0.0,0.003875
131,0.00205124169588089,0.0,0.0038125
132,0.0013033896684646606,0.0,0.0036875
133,0.0009645521640777588,0.0,0.0038125
134,0.0018041878938674927,0.0,0.004
135,0.0009719207882881165,0.0,0.00375
136,0.0011827871203422546,0.0,0.00375
137,0.000977247953414917,0.0,0.003875
138,0.0011659711599349976,0.0,0.003625
139,0.0009513571858406067,0.0,0.00375
140,0.0013655349612236023,0.0,0.0040625
141,0.001163087785243988,0.0,0.0040625
142,0.0010906904935836792,0.0,0.0039375
143,0.0011534616351127625,0.0,0.003625
144,0.0018465369939804077,0.0,0.0036875
145,0.001276649534702301,0.0,0.003875
146,0.002827584743499756,0.0,0.003875
147,0.0012535527348518372,0.0,0.004
148,0.0011409297585487366,0.0,0.0040625
149,0.0010661110281944275,0.0,0.0041875
150,0.000939488410949707,0.0,0.0036875
151,0.0010771453380584717,0.0,0.004
152,0.001047387719154358,0.0,0.004
153,0.0017744675278663635,0.0,0.004
154,0.0007977783679962158,0.0,0.003625
155,0.001258954405784607,0.0,0.0036875
156,0.001150280237197876,0.0,0.0040625
157,0.0014788135886192322,0.0,0.003625
158,0.001197919249534607,0.0,0.0038125
159,0.0009231492877006531,0.0,0.003875
160,0.0009241253137588501,0.0,0.0039375
161,0.0011541321873664856,0.0,0.0036875
162,0.001350797712802887,0.0,0.0035625
163,0.0011413246393203735,0.0,0.0036875
