epoch,train_loss,train_err,test_err
0,0.13161566853523254,0.048375,0.2924375
1,0.09976089745759964,0.0245625,0.2306875
2,0.12122398614883423,0.0173125,0.1784375
3,0.12016703188419342,0.014265625,0.101125
4,0.011151865124702454,0.01146875,0.1041875
5,0.07467421889305115,0.0061875,0.09925
6,0.007330380380153656,0.006515625,0.089625
7,0.022952653467655182,0.0045,0.0886875
8,0.028559669852256775,0.009953125,0.09425
9,0.008847467601299286,0.00528125,0.069625
10,0.03796391189098358,0.0025,0.0459375
11,0.04206138849258423,0.0113125,0.1546875
12,0.012109771370887756,0.00765625,0.0941875
13,0.0034957826137542725,0.004375,0.0855
14,0.008960612118244171,0.0066875,0.0796875
15,0.031548358500003815,0.008703125,0.07775
16,0.022880099713802338,0.008,0.09
17,0.04110660403966904,0.009296875,0.0735625
18,0.019464746117591858,0.003703125,0.091125
19,0.026272937655448914,0.006390625,0.1315
20,0.010709792375564575,0.0103125,0.05775
21,0.008775405585765839,0.003,0.0885625
22,0.020590119063854218,0.007375,0.0756875
23,0.01024368405342102,0.004359375,0.093625
24,0.020373813807964325,0.007046875,0.0705625
25,0.03038015216588974,0.012359375,0.0879375
26,0.06320910155773163,0.005125,0.0764375
27,0.004745818674564362,0.004265625,0.0798125
28,0.003436535596847534,0.008296875,0.086
29,0.010845139622688293,0.005859375,0.0634375
30,0.05662652105093002,0.003421875,0.065625
31,0.001297391951084137,0.001703125,0.027
32,0.003894120454788208,0.0043125,0.092375
33,0.044099174439907074,0.005640625,0.05625
34,0.054661545902490616,0.008921875,0.0479375
35,0.0032230839133262634,0.008515625,0.092625
36,0.00868052989244461,0.0078125,0.09875
37,0.005159974098205566,0.002078125,0.0481875
38,0.014001570641994476,0.0030625,0.0433125
39,0.0051423534750938416,0.0075,0.0746875
40,0.0020687878131866455,0.005875,0.1291875
41,0.004509031772613525,0.004984375,0.0545625
42,0.0013903900980949402,0.002390625,0.043375
43,0.0032637566328048706,0.00365625,0.032125
44,0.00479261577129364,0.002671875,0.025625
45,0.013876751065254211,0.00709375,0.0823125
46,0.008878041058778763,0.003828125,0.0288125
47,0.006774909794330597,0.014875,0.10925
48,0.05105753242969513,0.018359375,0.10325
49,0.008890323340892792,0.003,0.043
50,0.05925356596708298,0.02303125,0.0498125
51,0.058462537825107574,0.00265625,0.055375
52,0.02180907130241394,0.00521875,0.073375
53,0.004693470895290375,0.00528125,0.046
54,0.03286820277571678,0.002390625,0.030625
55,0.015230439603328705,0.002453125,0.0248125
56,0.003534674644470215,0.003984375,0.0525
57,0.004357755184173584,0.002109375,0.034625
